id,z,x,code,key
1188,44,22,1.0,walls
1189,45,22,1.0,walls
1190,46,22,1.0,walls
1191,47,22,1.0,walls
1192,48,22,1.0,walls
1193,49,22,1.0,walls
1194,50,22,1.0,walls
1195,51,22,1.0,walls
1196,0,23,1.0,walls
1197,1,23,1.0,walls
1198,2,23,11.0,
1199,3,23,11.0,
1200,4,23,11.0,
1201,5,23,11.0,
1202,6,23,11.0,
1203,7,23,11.0,
1204,8,23,11.0,
1205,9,23,11.0,
1206,10,23,11.0,
1207,11,23,11.0,
1208,12,23,11.0,
1209,13,23,11.0,
1210,14,23,1.0,walls
1211,15,23,11.0,
1212,16,23,11.0,
1213,17,23,1.0,walls
1214,18,23,11.0,
1215,19,23,5.0,red victims
1216,20,23,11.0,
1217,21,23,1.0,walls
1218,22,23,11.0,
1219,23,23,11.0,
1220,24,23,11.0,
1221,25,23,1.0,walls
1222,26,23,11.0,
1223,27,23,11.0,
1224,28,23,11.0,
1225,29,23,1.0,walls
1226,30,23,3.0,green victims
1227,31,23,11.0,
1228,32,23,3.0,green victims
1229,33,23,1.0,walls
1230,34,23,11.0,
1231,35,23,11.0,
1232,36,23,1.0,walls
1233,37,23,11.0,
1234,38,23,11.0,
1235,39,23,11.0,
1236,40,23,11.0,
1237,41,23,2.0,doors
1238,42,23,11.0,
1239,43,23,11.0,
1240,44,23,11.0,
1241,45,23,11.0,
1242,46,23,11.0,
1243,47,23,11.0,
1244,48,23,11.0,
1245,49,23,11.0,
1246,50,23,1.0,walls
1247,51,23,1.0,walls
1248,0,24,1.0,walls
1249,1,24,1.0,walls
1250,2,24,1.0,walls
1251,3,24,1.0,walls
1252,4,24,1.0,walls
1253,5,24,1.0,walls
1254,6,24,1.0,walls
1255,7,24,1.0,walls
1256,8,24,1.0,walls
1257,9,24,1.0,walls
1258,10,24,11.0,
1259,11,24,11.0,
1260,12,24,11.0,
1261,13,24,11.0,
1262,14,24,1.0,walls
1263,15,24,11.0,
1264,16,24,11.0,
1265,17,24,1.0,walls
1266,18,24,11.0,
1267,19,24,11.0,
1268,20,24,11.0,
1269,21,24,1.0,walls
1270,22,24,11.0,
1271,23,24,11.0,
1272,24,24,11.0,
1273,25,24,1.0,walls
1274,26,24,11.0,
1275,27,24,11.0,
1276,28,24,11.0,
1277,29,24,1.0,walls
1278,30,24,11.0,
1279,31,24,11.0,
1280,32,24,11.0,
1281,33,24,1.0,walls
1282,34,24,11.0,
1283,35,24,11.0,
1284,36,24,1.0,walls
1285,37,24,11.0,
1286,38,24,11.0,
1287,39,24,11.0,
1288,40,24,11.0,
1289,41,24,1.0,walls
1290,42,24,11.0,
1291,43,24,11.0,
1292,44,24,11.0,
1293,45,24,11.0,
1294,46,24,11.0,
1295,47,24,11.0,
1296,48,24,11.0,
1297,49,24,11.0,
1298,50,24,1.0,walls
1299,51,24,1.0,walls
1300,0,25,1.0,walls
1301,1,25,1.0,walls
1302,2,25,3.0,green victims
1303,3,25,11.0,
1304,4,25,11.0,
1305,5,25,11.0,
1306,6,25,11.0,
1307,7,25,11.0,
1308,8,25,11.0,
1309,9,25,1.0,walls
1310,10,25,11.0,
1311,11,25,11.0,
1312,12,25,11.0,
1313,13,25,11.0,
1314,14,25,1.0,walls
1315,15,25,11.0,
1316,16,25,11.0,
1317,17,25,11.0,
1318,18,25,11.0,
1319,19,25,11.0,
1320,20,25,11.0,
1321,21,25,11.0,
1322,22,25,11.0,
1323,23,25,11.0,
1324,24,25,11.0,
1325,25,25,11.0,
1326,26,25,11.0,
1327,27,25,11.0,
1328,28,25,11.0,
1329,29,25,11.0,
1330,30,25,11.0,
1331,31,25,11.0,
1332,32,25,11.0,
1333,33,25,11.0,
1334,34,25,11.0,
1335,35,25,11.0,
1336,36,25,1.0,walls
1337,37,25,11.0,
1338,38,25,11.0,
1339,39,25,11.0,
1340,40,25,11.0,
1341,41,25,1.0,walls
1342,42,25,1.0,walls
1343,43,25,1.0,walls
1344,44,25,1.0,walls
1345,45,25,1.0,walls
1346,46,25,1.0,walls
1347,47,25,11.0,
1348,48,25,11.0,
1349,49,25,11.0,
1350,50,25,1.0,walls
1351,51,25,1.0,walls
1352,0,26,1.0,walls
1353,1,26,1.0,walls
1354,2,26,11.0,
1355,3,26,11.0,
1356,4,26,11.0,
1357,5,26,11.0,
1358,6,26,11.0,
1359,7,26,11.0,
1360,8,26,11.0,
1361,9,26,2.0,doors
1362,10,26,11.0,
1363,11,26,11.0,
1364,12,26,11.0,
1365,13,26,11.0,
1366,14,26,2.0,doors
1367,15,26,11.0,
1368,16,26,11.0,
1369,17,26,11.0,
1370,18,26,11.0,
1371,19,26,11.0,
1372,20,26,11.0,
1373,21,26,11.0,
1374,22,26,11.0,
1375,23,26,11.0,
1376,24,26,11.0,
1377,25,26,11.0,
1378,26,26,11.0,
1379,27,26,11.0,
1380,28,26,11.0,
1381,29,26,11.0,
1382,30,26,11.0,
1383,31,26,11.0,
1384,32,26,11.0,
1385,33,26,11.0,
1386,34,26,11.0,
1387,35,26,11.0,
1388,36,26,2.0,doors
1389,37,26,11.0,
1390,38,26,11.0,
1391,39,26,11.0,
1392,40,26,11.0,
1393,41,26,1.0,walls
1394,42,26,1.0,walls
1395,43,26,1.0,walls
1396,44,26,11.0,
1397,45,26,11.0,
1398,46,26,11.0,
1399,47,26,11.0,
1400,48,26,11.0,
1401,49,26,11.0,
1402,50,26,1.0,walls
1403,51,26,1.0,walls
1404,0,27,1.0,walls
1405,1,27,1.0,walls
1406,2,27,11.0,
1407,3,27,5.0,red victims
1408,4,27,11.0,
1409,5,27,11.0,
1410,6,27,11.0,
1411,7,27,11.0,
1412,8,27,11.0,
1413,9,27,1.0,walls
1414,10,27,11.0,
1415,11,27,11.0,
1416,12,27,11.0,
1417,13,27,11.0,
1418,14,27,1.0,walls
1419,15,27,11.0,
1420,16,27,11.0,
1421,17,27,11.0,
1422,18,27,11.0,
1423,19,27,11.0,
1424,20,27,11.0,
1425,21,27,11.0,
1426,22,27,11.0,
1427,23,27,11.0,
1428,24,27,11.0,
1429,25,27,11.0,
1430,26,27,11.0,
1431,27,27,11.0,
1432,28,27,11.0,
1433,29,27,11.0,
1434,30,27,11.0,
1435,31,27,11.0,
1436,32,27,11.0,
1437,33,27,11.0,
1438,34,27,11.0,
1439,35,27,11.0,
1440,36,27,1.0,walls
1441,37,27,11.0,
1442,38,27,11.0,
1443,39,27,11.0,
1444,40,27,11.0,
1445,41,27,1.0,walls
1446,42,27,1.0,walls
1447,43,27,11.0,
1448,44,27,11.0,
1449,45,27,3.0,green victims
1450,46,27,11.0,
1451,47,27,9.0,rubble
1452,48,27,11.0,
1453,49,27,11.0,
1454,50,27,1.0,walls
1455,51,27,1.0,walls
1456,0,28,1.0,walls
1457,1,28,1.0,walls
1458,2,28,1.0,walls
1459,3,28,1.0,walls
1460,4,28,1.0,walls
1461,5,28,1.0,walls
1462,6,28,1.0,walls
1463,7,28,1.0,walls
1464,8,28,1.0,walls
1465,9,28,1.0,walls
1466,10,28,11.0,
1467,11,28,11.0,
1468,12,28,11.0,
1469,13,28,11.0,
1470,14,28,1.0,walls
1471,15,28,11.0,
1472,16,28,11.0,
1473,17,28,1.0,walls
1474,18,28,11.0,
1475,19,28,5.0,red victims
1476,20,28,11.0,
1477,21,28,1.0,walls
1478,22,28,11.0,
1479,23,28,11.0,
1480,24,28,11.0,
1481,25,28,1.0,walls
1482,26,28,9.0,rubble
1483,27,28,11.0,
1484,28,28,11.0,
1485,29,28,1.0,walls
1486,30,28,11.0,
1487,31,28,11.0,
1488,32,28,11.0,
1489,33,28,1.0,walls
1490,34,28,11.0,
1491,35,28,11.0,
1492,36,28,1.0,walls
1493,37,28,11.0,
1494,38,28,11.0,
1495,39,28,11.0,
1496,40,28,11.0,
1497,41,28,1.0,walls
1498,42,28,11.0,
1499,43,28,11.0,
1500,44,28,11.0,
1501,45,28,11.0,
1502,46,28,9.0,rubble
1503,47,28,6.0,yellow victims
1504,48,28,9.0,rubble
1505,49,28,11.0,
1506,50,28,1.0,walls
1507,51,28,1.0,walls
1508,0,29,1.0,walls
1509,1,29,1.0,walls
1510,2,29,11.0,
1511,3,29,11.0,
1512,4,29,11.0,
1513,5,29,5.0,red victims
1514,6,29,11.0,
1515,7,29,11.0,
1516,8,29,11.0,
1517,9,29,1.0,walls
1518,10,29,11.0,
1519,11,29,11.0,
1520,12,29,11.0,
1521,13,29,11.0,
1522,14,29,1.0,walls
1523,15,29,11.0,
1524,16,29,11.0,
1525,17,29,1.0,walls
1526,18,29,11.0,
1527,19,29,11.0,
1528,20,29,11.0,
1529,21,29,1.0,walls
1530,22,29,11.0,
1531,23,29,11.0,
1532,24,29,11.0,
1533,25,29,1.0,walls
1534,26,29,6.0,yellow victims
1535,27,29,9.0,rubble
1536,28,29,11.0,
1537,29,29,1.0,walls
1538,30,29,11.0,
1539,31,29,11.0,
1540,32,29,11.0,
1541,33,29,1.0,walls
1542,34,29,11.0,
1543,35,29,11.0,
1544,36,29,1.0,walls
1545,37,29,11.0,
1546,38,29,11.0,
1547,39,29,11.0,
1548,40,29,11.0,
1549,41,29,1.0,walls
1550,42,29,11.0,
1551,43,29,11.0,
1552,44,29,11.0,
1553,45,29,11.0,
1554,46,29,11.0,
1555,47,29,9.0,rubble
1556,48,29,11.0,
1557,49,29,11.0,
1558,50,29,1.0,walls
1559,51,29,1.0,walls
1560,0,30,1.0,walls
1561,1,30,1.0,walls
1562,2,30,11.0,
1563,3,30,11.0,
1564,4,30,11.0,
1565,5,30,11.0,
1566,6,30,11.0,
1567,7,30,11.0,
1568,8,30,11.0,
1569,9,30,1.0,walls
1570,10,30,11.0,
1571,11,30,11.0,
1572,12,30,11.0,
1573,13,30,11.0,
1574,14,30,1.0,walls
1575,15,30,11.0,
1576,16,30,11.0,
1577,17,30,1.0,walls
1578,18,30,1.0,walls
1579,19,30,1.0,walls
1580,20,30,1.0,walls
1581,21,30,1.0,walls
1582,22,30,1.0,walls
1583,23,30,1.0,walls
1584,24,30,1.0,walls
1585,25,30,1.0,walls
1586,26,30,1.0,walls
1587,27,30,1.0,walls
1588,28,30,1.0,walls
1589,29,30,1.0,walls
1590,30,30,1.0,walls
1591,31,30,1.0,walls
1592,32,30,1.0,walls
1593,33,30,1.0,walls
1594,34,30,11.0,
1595,35,30,11.0,
1596,36,30,1.0,walls
1597,37,30,11.0,
1598,38,30,11.0,
1599,39,30,11.0,
1600,40,30,11.0,
1601,41,30,1.0,walls
1602,42,30,11.0,
1603,43,30,11.0,
1604,44,30,11.0,
1605,45,30,11.0,
1606,46,30,11.0,
1607,47,30,11.0,
1608,48,30,11.0,
1609,49,30,11.0,
1610,50,30,1.0,walls
1611,51,30,1.0,walls
1612,0,31,1.0,walls
1613,1,31,1.0,walls
1614,2,31,11.0,
1615,3,31,11.0,
1616,4,31,11.0,
1617,5,31,11.0,
1618,6,31,11.0,
1619,7,31,11.0,
1620,8,31,11.0,
1621,9,31,2.0,doors
1622,10,31,11.0,
1623,11,31,11.0,
1624,12,31,11.0,
1625,13,31,11.0,
1626,14,31,1.0,walls
1627,15,31,11.0,
1628,16,31,11.0,
1629,17,31,1.0,walls
1630,18,31,11.0,
1631,19,31,11.0,
1632,20,31,11.0,
1633,21,31,1.0,walls
1634,22,31,11.0,
1635,23,31,11.0,
1636,24,31,11.0,
1637,25,31,1.0,walls
1638,26,31,9.0,rubble
1639,27,31,11.0,
1640,28,31,11.0,
1641,29,31,1.0,walls
1642,30,31,11.0,
1643,31,31,11.0,
1644,32,31,5.0,red victims
1645,33,31,1.0,walls
1646,34,31,11.0,
1647,35,31,11.0,
1648,36,31,1.0,walls
1649,37,31,11.0,
1650,38,31,11.0,
1651,39,31,11.0,
1652,40,31,11.0,
1653,41,31,1.0,walls
1654,42,31,1.0,walls
1655,43,31,1.0,walls
1656,44,31,1.0,walls
1657,45,31,1.0,walls
1658,46,31,1.0,walls
1659,47,31,1.0,walls
1660,48,31,1.0,walls
1661,49,31,1.0,walls
1662,50,31,1.0,walls
1663,51,31,1.0,walls
1664,0,32,1.0,walls
1665,1,32,1.0,walls
1666,2,32,11.0,
1667,3,32,11.0,
1668,4,32,11.0,
1669,5,32,11.0,
1670,6,32,11.0,
1671,7,32,11.0,
1672,8,32,11.0,
1673,9,32,2.0,doors
1674,10,32,11.0,
1675,11,32,11.0,
1676,12,32,11.0,
1677,13,32,11.0,
1678,14,32,1.0,walls
1679,15,32,11.0,
1680,16,32,11.0,
1681,17,32,1.0,walls
1682,18,32,3.0,green victims
1683,19,32,11.0,
1684,20,32,11.0,
1685,21,32,1.0,walls
1686,22,32,11.0,
1687,23,32,11.0,
1688,24,32,11.0,
1689,25,32,1.0,walls
1690,26,32,6.0,yellow victims
1691,27,32,9.0,rubble
1692,28,32,11.0,
1693,29,32,1.0,walls
1694,30,32,11.0,
1695,31,32,3.0,green victims
1696,32,32,11.0,
1697,33,32,1.0,walls
1698,34,32,11.0,
1699,35,32,11.0,
1700,36,32,1.0,walls
1701,37,32,11.0,
1702,38,32,11.0,
1703,39,32,11.0,
1704,40,32,11.0,
1705,41,32,2.0,doors
1706,42,32,11.0,
1707,43,32,11.0,
1708,44,32,11.0,
1709,45,32,11.0,
1710,46,32,11.0,
1711,47,32,11.0,
1712,48,32,11.0,
1713,49,32,11.0,
1714,50,32,1.0,walls
1715,51,32,1.0,walls
1716,0,33,1.0,walls
1717,1,33,1.0,walls
1718,2,33,9.0,rubble
1719,3,33,11.0,
1720,4,33,11.0,
1721,5,33,11.0,
1722,6,33,11.0,
1723,7,33,11.0,
1724,8,33,11.0,
1725,9,33,2.0,doors
1726,10,33,11.0,
1727,11,33,11.0,
1728,12,33,11.0,
1729,13,33,11.0,
1730,14,33,1.0,walls
1731,15,33,11.0,
1732,16,33,11.0,
1733,17,33,11.0,
1734,18,33,11.0,
1735,19,33,11.0,
1736,20,33,11.0,
1737,21,33,11.0,
1738,22,33,11.0,
1739,23,33,11.0,
1740,24,33,11.0,
1741,25,33,11.0,
1742,26,33,9.0,rubble
1743,27,33,11.0,
1744,28,33,11.0,
1745,29,33,11.0,
1746,30,33,11.0,
1747,31,33,11.0,
1748,32,33,11.0,
1749,33,33,11.0,
1750,34,33,11.0,
1751,35,33,11.0,
1752,36,33,1.0,walls
1753,37,33,11.0,
1754,38,33,11.0,
1755,39,33,11.0,
1756,40,33,11.0,
1757,41,33,1.0,walls
1758,42,33,11.0,
1759,43,33,11.0,
1760,44,33,11.0,
1761,45,33,11.0,
1762,46,33,11.0,
1763,47,33,11.0,
1764,48,33,11.0,
1765,49,33,11.0,
1766,50,33,1.0,walls
1767,51,33,1.0,walls
1768,0,34,1.0,walls
1769,1,34,1.0,walls
1770,2,34,6.0,yellow victims
1771,3,34,9.0,rubble
1772,4,34,11.0,
1773,5,34,3.0,green victims
1774,6,34,11.0,
1775,7,34,11.0,
1776,8,34,11.0,
1777,9,34,2.0,doors
1778,10,34,11.0,
1779,11,34,11.0,
1780,12,34,11.0,
1781,13,34,11.0,
1782,14,34,1.0,walls
1783,15,34,11.0,
1784,16,34,11.0,
1785,17,34,11.0,
1786,18,34,11.0,
1787,19,34,11.0,
1788,20,34,11.0,
1789,21,34,11.0,
1790,22,34,11.0,
1791,23,34,11.0,
1792,24,34,11.0,
1793,25,34,11.0,
1794,26,34,11.0,
1795,27,34,11.0,
1796,28,34,11.0,
1797,29,34,11.0,
1798,30,34,11.0,
1799,31,34,11.0,
1800,32,34,11.0,
1801,33,34,11.0,
1802,34,34,11.0,
1803,35,34,11.0,
1804,36,34,1.0,walls
1805,37,34,11.0,
1806,38,34,11.0,
1807,39,34,11.0,
1808,40,34,11.0,
1809,41,34,1.0,walls
1810,42,34,1.0,walls
1811,43,34,1.0,walls
1812,44,34,1.0,walls
1813,45,34,1.0,walls
1814,46,34,1.0,walls
1815,47,34,11.0,
1816,48,34,11.0,
1817,49,34,11.0,
1818,50,34,1.0,walls
1819,51,34,1.0,walls
1820,0,35,1.0,walls
1821,1,35,1.0,walls
1822,2,35,9.0,rubble
1823,3,35,11.0,
1824,4,35,11.0,
1825,5,35,11.0,
1826,6,35,11.0,
1827,7,35,11.0,
1828,8,35,11.0,
1829,9,35,1.0,walls
1830,10,35,11.0,
1831,11,35,11.0,
1832,12,35,11.0,
1833,13,35,11.0,
1834,14,35,1.0,walls
1835,15,35,1.0,walls
1836,16,35,1.0,walls
1837,17,35,1.0,walls
1838,18,35,1.0,walls
1839,19,35,1.0,walls
1840,20,35,1.0,walls
1841,21,35,1.0,walls
1842,22,35,1.0,walls
1843,23,35,1.0,walls
1844,24,35,1.0,walls
1845,25,35,1.0,walls
1846,26,35,1.0,walls
1847,27,35,1.0,walls
1848,28,35,1.0,walls
1849,29,35,1.0,walls
1850,30,35,1.0,walls
1851,31,35,1.0,walls
1852,32,35,1.0,walls
1853,33,35,1.0,walls
1854,34,35,1.0,walls
1855,35,35,1.0,walls
1856,36,35,1.0,walls
1857,37,35,11.0,
1858,38,35,11.0,
1859,39,35,11.0,
1860,40,35,11.0,
1861,41,35,1.0,walls
1862,42,35,1.0,walls
1863,43,35,1.0,walls
1864,44,35,11.0,
1865,45,35,11.0,
1866,46,35,5.0,red victims
1867,47,35,11.0,
1868,48,35,11.0,
1869,49,35,11.0,
1870,50,35,1.0,walls
1871,51,35,1.0,walls
1872,0,36,1.0,walls
1873,1,36,1.0,walls
1874,2,36,11.0,
1875,3,36,11.0,
1876,4,36,11.0,
1877,5,36,11.0,
1878,6,36,11.0,
1879,7,36,11.0,
1880,8,36,11.0,
1881,9,36,1.0,walls
1882,10,36,11.0,
1883,11,36,11.0,
1884,12,36,11.0,
1885,13,36,11.0,
1886,14,36,11.0,
1887,15,36,11.0,
1888,16,36,11.0,
1889,17,36,11.0,
1890,18,36,11.0,
1891,19,36,11.0,
1892,20,36,11.0,
1893,21,36,11.0,
1894,22,36,11.0,
1895,23,36,11.0,
1896,24,36,11.0,
1897,25,36,11.0,
1898,26,36,11.0,
1899,27,36,11.0,
1900,28,36,11.0,
1901,29,36,11.0,
1902,30,36,11.0,
1903,31,36,11.0,
1904,32,36,11.0,
1905,33,36,11.0,
1906,34,36,11.0,
1907,35,36,11.0,
1908,36,36,11.0,
1909,37,36,11.0,
1910,38,36,11.0,
1911,39,36,11.0,
1912,40,36,11.0,
1913,41,36,1.0,walls
1914,42,36,1.0,walls
1915,43,36,11.0,
1916,44,36,11.0,
1917,45,36,11.0,
1918,46,36,11.0,
1919,47,36,11.0,
1920,48,36,11.0,
1921,49,36,11.0,
1922,50,36,1.0,walls
1923,51,36,1.0,walls
1924,0,37,1.0,walls
1925,1,37,1.0,walls
1926,2,37,1.0,walls
1927,3,37,1.0,walls
1928,4,37,1.0,walls
1929,5,37,1.0,walls
1930,6,37,1.0,walls
1931,7,37,1.0,walls
1932,8,37,1.0,walls
1933,9,37,1.0,walls
1934,10,37,11.0,
1935,11,37,11.0,
1936,12,37,11.0,
1937,13,37,11.0,
1938,14,37,11.0,
1939,15,37,11.0,
1940,16,37,11.0,
1941,17,37,11.0,
1942,18,37,11.0,
1943,19,37,11.0,
1944,20,37,11.0,
1945,21,37,11.0,
1946,22,37,11.0,
1947,23,37,11.0,
1948,24,37,11.0,
1949,25,37,11.0,
1950,26,37,11.0,
1951,27,37,11.0,
1952,28,37,11.0,
1953,29,37,11.0,
1954,30,37,11.0,
1955,31,37,11.0,
1956,32,37,11.0,
1957,33,37,11.0,
1958,34,37,11.0,
1959,35,37,11.0,
1960,36,37,11.0,
1961,37,37,11.0,
1962,38,37,11.0,
1963,39,37,11.0,
1964,40,37,11.0,
1965,41,37,1.0,walls
1966,42,37,11.0,
1967,43,37,11.0,
1968,44,37,11.0,
1969,45,37,11.0,
1970,46,37,9.0,rubble
1971,47,37,11.0,
1972,48,37,11.0,
1973,49,37,11.0,
1974,50,37,1.0,walls
1975,51,37,1.0,walls
1976,0,38,1.0,walls
1977,1,38,1.0,walls
1978,2,38,12.0,
1979,3,38,12.0,
1980,4,38,12.0,
1981,5,38,12.0,
1982,6,38,12.0,
1983,7,38,12.0,
1984,8,38,12.0,
1985,9,38,2.0,doors
1986,10,38,12.0,
1987,11,38,12.0,
1988,12,38,12.0,
1989,13,38,12.0,
1990,14,38,12.0,
1991,15,38,12.0,
1992,16,38,12.0,
1993,17,38,12.0,
1994,18,38,12.0,
1995,19,38,12.0,
1996,20,38,12.0,
1997,21,38,12.0,
1998,22,38,12.0,
1999,23,38,12.0,
2000,24,38,12.0,
2001,25,38,12.0,
2002,26,38,12.0,
2003,27,38,12.0,
2004,28,38,12.0,
2005,29,38,12.0,
2006,30,38,12.0,
2007,31,38,12.0,
2008,32,38,12.0,
2009,33,38,12.0,
2010,34,38,12.0,
2011,35,38,12.0,
2012,36,38,12.0,
2013,37,38,12.0,
2014,38,38,12.0,
2015,39,38,12.0,
2016,40,38,12.0,
2017,41,38,1.0,walls
2018,42,38,11.0,
2019,43,38,3.0,green victims
2020,44,38,11.0,
2021,45,38,9.0,rubble
2022,46,38,6.0,yellow victims
2023,47,38,9.0,rubble
2024,48,38,11.0,
2025,49,38,11.0,
2026,50,38,1.0,walls
2027,51,38,1.0,walls
2028,0,39,1.0,walls
2029,1,39,1.0,walls
2030,2,39,12.0,
2031,3,39,12.0,
2032,4,39,12.0,
2033,5,39,12.0,
2034,6,39,12.0,
2035,7,39,12.0,
2036,8,39,12.0,
2037,9,39,1.0,walls
2038,10,39,12.0,
2039,11,39,12.0,
2040,12,39,12.0,
2041,13,39,12.0,
2042,14,39,12.0,
2043,15,39,12.0,
2044,16,39,12.0,
2045,17,39,12.0,
2046,18,39,12.0,
2047,19,39,12.0,
2048,20,39,12.0,
2049,21,39,12.0,
2050,22,39,12.0,
2051,23,39,12.0,
2052,24,39,12.0,
2053,25,39,12.0,
2054,26,39,12.0,
2055,27,39,12.0,
2056,28,39,12.0,
2057,29,39,12.0,
2058,30,39,12.0,
2059,31,39,12.0,
2060,32,39,12.0,
2061,33,39,12.0,
2062,34,39,12.0,
2063,35,39,12.0,
2064,36,39,12.0,
2065,37,39,12.0,
2066,38,39,12.0,
2067,39,39,12.0,
2068,40,39,12.0,
2069,41,39,1.0,walls
2070,42,39,11.0,
2071,43,39,11.0,
2072,44,39,11.0,
2073,45,39,11.0,
2074,46,39,9.0,rubble
2075,47,39,11.0,
2076,48,39,11.0,
2077,49,39,11.0,
2078,50,39,1.0,walls
2079,51,39,1.0,walls
2080,0,40,1.0,walls
2081,1,40,1.0,walls
2082,2,40,12.0,
2083,3,40,12.0,
2084,4,40,12.0,
2085,5,40,1.0,walls
2086,6,40,1.0,walls
2087,7,40,1.0,walls
2088,8,40,1.0,walls
2089,9,40,1.0,walls
2090,10,40,12.0,
2091,11,40,12.0,
2092,12,40,12.0,
2093,13,40,12.0,
2094,14,40,1.0,walls
2095,15,40,1.0,walls
2096,16,40,1.0,walls
2097,17,40,1.0,walls
2098,18,40,1.0,walls
2099,19,40,2.0,doors
2100,20,40,1.0,walls
2101,21,40,1.0,walls
2102,22,40,1.0,walls
2103,23,40,1.0,walls
2104,24,40,1.0,walls
2105,25,40,1.0,walls
2106,26,40,1.0,walls
2107,27,40,1.0,walls
2108,28,40,2.0,doors
2109,29,40,1.0,walls
2110,30,40,1.0,walls
2111,31,40,1.0,walls
2112,32,40,1.0,walls
2113,33,40,1.0,walls
2114,34,40,1.0,walls
2115,35,40,1.0,walls
2116,36,40,1.0,walls
2117,37,40,12.0,
2118,38,40,12.0,
2119,39,40,12.0,
2120,40,40,12.0,
2121,41,40,1.0,walls
2122,42,40,1.0,walls
2123,43,40,1.0,walls
2124,44,40,1.0,walls
2125,45,40,1.0,walls
2126,46,40,1.0,walls
2127,47,40,1.0,walls
2128,48,40,1.0,walls
2129,49,40,1.0,walls
2130,50,40,1.0,walls
2131,51,40,1.0,walls
2132,0,41,1.0,walls
2133,1,41,1.0,walls
2134,2,41,12.0,
2135,3,41,12.0,
2136,4,41,12.0,
2137,5,41,12.0,
2138,6,41,12.0,
2139,7,41,1.0,walls
2140,8,41,1.0,walls
2141,9,41,1.0,walls
2142,10,41,12.0,
2143,11,41,12.0,
2144,12,41,12.0,
2145,13,41,12.0,
2146,14,41,1.0,walls
2147,15,41,1.0,walls
2148,16,41,1.0,walls
2149,17,41,1.0,walls
2150,18,41,1.0,walls
2151,19,41,12.0,
2152,20,41,1.0,walls
2153,21,41,12.0,
2154,22,41,12.0,
2155,23,41,1.0,walls
2156,24,41,1.0,walls
2157,25,41,12.0,
2158,26,41,12.0,
2159,27,41,1.0,walls
2160,28,41,12.0,
2161,29,41,1.0,walls
2162,30,41,12.0,
2163,31,41,12.0,
2164,32,41,1.0,walls
2165,33,41,1.0,walls
2166,34,41,12.0,
2167,35,41,12.0,
2168,36,41,1.0,walls
2169,37,41,12.0,
2170,38,41,12.0,
2171,39,41,12.0,
2172,40,41,12.0,
2173,41,41,2.0,doors
2174,42,41,12.0,
2175,43,41,12.0,
2176,44,41,12.0,
2177,45,41,12.0,
2178,46,41,12.0,
2179,47,41,12.0,
2180,48,41,12.0,
2181,49,41,12.0,
2182,50,41,1.0,walls
2183,51,41,1.0,walls
2184,0,42,1.0,walls
2185,1,42,1.0,walls
2186,2,42,12.0,
2187,3,42,12.0,
2188,4,42,12.0,
2189,5,42,12.0,
2190,6,42,3.0,green victims
2191,7,42,12.0,
2192,8,42,1.0,walls
2193,9,42,1.0,walls
2194,10,42,12.0,
2195,11,42,12.0,
2196,12,42,12.0,
2197,13,42,12.0,
2198,14,42,1.0,walls
2199,15,42,12.0,
2200,16,42,12.0,
2201,17,42,1.0,walls
2202,18,42,1.0,walls
2203,19,42,12.0,
2204,20,42,1.0,walls
2205,21,42,3.0,green victims
2206,22,42,12.0,
2207,23,42,1.0,walls
2208,24,42,1.0,walls
2209,25,42,12.0,
2210,26,42,12.0,
2211,27,42,1.0,walls
2212,28,42,12.0,
2213,29,42,1.0,walls
2214,30,42,12.0,
2215,31,42,5.0,red victims
2216,32,42,1.0,walls
2217,33,42,1.0,walls
2218,34,42,12.0,
2219,35,42,12.0,
2220,36,42,1.0,walls
2221,37,42,12.0,
2222,38,42,12.0,
2223,39,42,12.0,
2224,40,42,12.0,
2225,41,42,1.0,walls
2226,42,42,12.0,
2227,43,42,12.0,
2228,44,42,12.0,
2229,45,42,12.0,
2230,46,42,12.0,
2231,47,42,12.0,
2232,48,42,12.0,
2233,49,42,12.0,
2234,50,42,1.0,walls
2235,51,42,1.0,walls
2236,0,43,1.0,walls
2237,1,43,1.0,walls
2238,2,43,12.0,
2239,3,43,12.0,
2240,4,43,12.0,
2241,5,43,12.0,
2242,6,43,12.0,
2243,7,43,12.0,
2244,8,43,1.0,walls
2245,9,43,1.0,walls
2246,10,43,12.0,
2247,11,43,12.0,
2248,12,43,12.0,
2249,13,43,12.0,
2250,14,43,1.0,walls
2251,15,43,12.0,
2252,16,43,12.0,
2253,17,43,12.0,
2254,18,43,1.0,walls
2255,19,43,12.0,
2256,20,43,1.0,walls
2257,21,43,12.0,
2258,22,43,12.0,
2259,23,43,1.0,walls
2260,24,43,1.0,walls
2261,25,43,12.0,
2262,26,43,12.0,
2263,27,43,1.0,walls
2264,28,43,12.0,
2265,29,43,1.0,walls
2266,30,43,12.0,
2267,31,43,12.0,
2268,32,43,1.0,walls
2269,33,43,1.0,walls
2270,34,43,12.0,
2271,35,43,12.0,
2272,36,43,1.0,walls
2273,37,43,12.0,
2274,38,43,12.0,
2275,39,43,12.0,
2276,40,43,12.0,
2277,41,43,1.0,walls
2278,42,43,1.0,walls
2279,43,43,1.0,walls
2280,44,43,1.0,walls
2281,45,43,1.0,walls
2282,46,43,1.0,walls
2283,47,43,12.0,
2284,48,43,12.0,
